,time,client_idx,neighbors,round_idx,epoch,data_size,train_loss,global_test_acc,global_test_loss
70,2024-10-24 01:17:10.884000,7,"[3, 5, 8, 11]",2,0,2161,2.302140572491814,0.1009,2.302352066040039
71,2024-10-24 01:17:12.118361,7,"[3, 5, 8, 11]",2,1,2161,2.3020439708934113,0.1009,2.302314272689819
72,2024-10-24 01:17:14.280567,10,"[1, 6]",2,0,9570,2.302431449667241,0.1135,2.3021975254058837
73,2024-10-24 01:17:16.441160,10,"[1, 6]",2,1,9570,2.302332182360412,0.1135,2.302091439819336
74,2024-10-24 01:17:17.408607,2,"[0, 1, 3, 4, 6, 8]",2,0,54,2.3005064129829407,0.1135,2.302365210723877
75,2024-10-24 01:17:18.374966,2,"[0, 1, 3, 4, 6, 8]",2,1,54,2.30042964220047,0.1135,2.30235964012146
76,2024-10-24 01:17:19.730798,14,"[1, 5]",2,0,3126,2.302353635126231,0.1135,2.3022791687011717
77,2024-10-24 01:17:21.083105,14,"[1, 5]",2,1,3126,2.302278535706656,0.1135,2.302231325149536
78,2024-10-24 01:17:22.288427,0,[2],2,0,1922,2.30235949823679,0.1135,2.302371699142456
79,2024-10-24 01:17:23.495873,0,[2],2,1,1922,2.302280648680758,0.1135,2.302348624420166
80,2024-10-24 01:17:24.698620,6,"[1, 2, 10]",2,0,1858,2.3025935389037824,0.1135,2.3023092346191407
81,2024-10-24 01:17:25.908502,6,"[1, 2, 10]",2,1,1858,2.3025385987045417,0.1135,2.3023119106292724
82,2024-10-24 01:17:29.064133,9,"[1, 3]",2,0,17492,2.3020816712318433,0.1135,2.3019211002349853
83,2024-10-24 01:17:32.224531,9,"[1, 3]",2,1,17492,2.301664269820428,0.1135,2.301615357589722
84,2024-10-24 01:17:33.189103,3,"[1, 2, 4, 5, 7, 9, 11]",2,0,9,2.2987585067749023,0.1135,2.3023031940460204
85,2024-10-24 01:17:34.154412,3,"[1, 2, 4, 5, 7, 9, 11]",2,1,9,2.298670768737793,0.1135,2.302303526687622
86,2024-10-24 01:17:36.136597,8,"[2, 7, 13]",2,0,8018,2.302508190808543,0.1135,2.3022999156951904
87,2024-10-24 01:17:38.107342,8,"[2, 7, 13]",2,1,8018,2.3023044535838277,0.1135,2.3021549713134766
88,2024-10-24 01:17:39.102045,13,"[1, 8]",2,0,217,2.3021932329450334,0.1135,2.302370722198486
89,2024-10-24 01:17:40.094652,13,"[1, 8]",2,1,217,2.30212140083313,0.1135,2.302365245437622
90,2024-10-24 01:17:41.468650,14,"[1, 5]",3,0,3126,2.3023020904891345,0.1135,2.3021744682312013
91,2024-10-24 01:17:42.826875,14,"[1, 5]",3,1,3126,2.302231396947588,0.1135,2.3021317905426026
92,2024-10-24 01:17:45.986875,9,"[1, 3]",3,0,17492,2.301948921989915,0.1135,2.301830016708374
93,2024-10-24 01:17:49.146285,9,"[1, 3]",3,1,17492,2.3015647773550896,0.1135,2.301552053451538
94,2024-10-24 01:17:50.383876,7,"[3, 5, 8, 11]",3,0,2161,2.302074972321005,0.1135,2.3022312103271485
95,2024-10-24 01:17:51.622731,7,"[3, 5, 8, 11]",3,1,2161,2.3019821906791016,0.1135,2.3021980758666993
96,2024-10-24 01:17:52.596760,2,"[0, 1, 3, 4, 6, 8]",3,0,54,2.3004483580589294,0.1135,2.302261706161499
97,2024-10-24 01:17:53.567208,2,"[0, 1, 3, 4, 6, 8]",3,1,54,2.3003715872764587,0.1135,2.3022561729431152
98,2024-10-24 01:17:55.108469,5,"[1, 3, 7, 14]",3,0,4577,2.302228845370356,0.1135,2.3021493026733397
99,2024-10-24 01:17:56.649458,5,"[1, 3, 7, 14]",3,1,4577,2.302063622125765,0.1135,2.30204690284729
100,2024-10-24 01:17:57.819011,4,"[2, 3, 12]",3,0,1612,2.302199410920096,0.1135,2.3023007572174072
101,2024-10-24 01:17:58.987393,4,"[2, 3, 12]",3,1,1612,2.3021397685060405,0.1135,2.3022742237091065
102,2024-10-24 01:18:00.187910,6,"[1, 2, 10]",3,0,1858,2.302571101066394,0.1135,2.3022393146514895
103,2024-10-24 01:18:01.386304,6,"[1, 2, 10]",3,1,1858,2.302518528750819,0.1135,2.3022444965362547
104,2024-10-24 01:18:03.149819,12,"[4, 11]",3,0,6384,2.302446566727526,0.1135,2.302242137145996
105,2024-10-24 01:18:04.914677,12,"[4, 11]",3,1,6384,2.302263557462764,0.1135,2.302105539703369
106,2024-10-24 01:18:06.131283,0,[2],3,0,1922,2.3024963268563767,0.1135,2.3022456996917726
107,2024-10-24 01:18:07.338307,0,[2],3,1,1922,2.302417361046657,0.1135,2.3022253147125245
108,2024-10-24 01:18:09.312036,8,"[2, 7, 13]",3,0,8018,2.3022933623705253,0.1135,2.302157851409912
109,2024-10-24 01:18:11.283128,8,"[2, 7, 13]",3,1,8018,2.3021133620425522,0.1135,2.302031962585449
110,2024-10-24 01:18:12.244695,11,"[3, 7, 12]",3,0,5,2.294487476348877,0.1522,2.302339930725098
111,2024-10-24 01:18:13.204035,11,"[3, 7, 12]",3,1,5,2.294135093688965,0.1258,2.302341813659668
112,2024-10-24 01:18:14.195517,13,"[1, 8]",3,0,217,2.302012528691973,0.1135,2.302232845687866
113,2024-10-24 01:18:15.186547,13,"[1, 8]",3,1,217,2.3019411393574307,0.1135,2.302227923583984
114,2024-10-24 01:18:17.350220,10,"[1, 6]",3,0,9570,2.30238622934472,0.1135,2.3021460666656495
115,2024-10-24 01:18:19.514732,10,"[1, 6]",3,1,9570,2.30229291016351,0.1135,2.3020461902618408
116,2024-10-24 01:18:20.856510,1,"[2, 3, 5, 6, 9, 10, 13, 14]",3,0,2995,2.3020848999632166,0.1135,2.3021191051483156
117,2024-10-24 01:18:22.197339,1,"[2, 3, 5, 6, 9, 10, 13, 14]",3,1,2995,2.3019728254764638,0.1135,2.3020643985748293
118,2024-10-24 01:18:23.159902,3,"[1, 2, 4, 5, 7, 9, 11]",3,0,9,2.2984437942504883,0.1135,2.302261854171753
119,2024-10-24 01:18:24.122622,3,"[1, 2, 4, 5, 7, 9, 11]",3,1,9,2.298356533050537,0.1135,2.3022622226715086
120,2024-10-24 01:18:27.307094,9,"[1, 3]",4,0,17492,2.30192725858915,0.1135,2.3018174282073973
121,2024-10-24 01:18:30.466356,9,"[1, 3]",4,1,17492,2.301545645898613,0.1135,2.301540720748901
122,2024-10-24 01:18:31.432295,11,"[3, 7, 12]",4,0,5,2.296046018600464,0.1135,2.3022309902191163
123,2024-10-24 01:18:32.395823,11,"[3, 7, 12]",4,1,5,2.2956950664520264,0.1135,2.302232710266113
124,2024-10-24 01:18:33.388838,13,"[1, 8]",4,0,217,2.3017680985586986,0.1135,2.302120004272461
125,2024-10-24 01:18:34.380091,13,"[1, 8]",4,1,217,2.3016974415097917,0.1135,2.3021155807495117
126,2024-10-24 01:18:35.590942,6,"[1, 2, 10]",4,0,1858,2.3025602825686464,0.1135,2.3020982803344725
127,2024-10-24 01:18:36.791295,6,"[1, 2, 10]",4,1,1858,2.3025074208903518,0.1135,2.3021047283172607
128,2024-10-24 01:18:37.760905,2,"[0, 1, 3, 4, 6, 8]",4,0,54,2.3001790642738342,0.1135,2.3021519680023195
